p_key,BaseCode,SectionBreakStartKM,SectionBreakFinishKM,RecordingDate
ARTC-11_169.34_20m_2023-12-12,ARTC-11,169.34,169.36,2023-12-12
ARTC-11_169.34_20m_2024-06-15,ARTC-11,169.34,169.36,2024-06-15
ARTC-11_169.62_20m_2024-02-05,ARTC-11,169.62,169.64,2024-02-05
ARTC-11_169.8_20m_2024-06-15,ARTC-11,169.8,169.82,2024-06-15
ARTC-11_169.84_20m_2024-05-27,ARTC-11,169.84,169.86,2024-05-27
ARTC-11_169.98_20m_2023-09-02,ARTC-11,169.98,170,2023-09-02
ARTC-11_170.02_20m_2023-10-25,ARTC-11,170.02,170.04,2023-10-25
ARTC-11_170.16_20m_2024-05-12,ARTC-11,170.16,170.18,2024-05-12
ARTC-11_171.38_20m_2023-08-25,ARTC-11,171.38,171.4,2023-08-25
ARTC-11_171.44_20m_2023-09-14,ARTC-11,171.44,171.46,2023-09-14
ARTC-11_171.54_20m_2023-08-23,ARTC-11,171.54,171.56,2023-08-23
ARTC-11_171.64_20m_2023-06-23,ARTC-11,171.64,171.66,2023-06-23
ARTC-11_171.66_20m_2023-07-16,ARTC-11,171.66,171.68,2023-07-16
ARTC-11_171.84_20m_2023-12-12,ARTC-11,171.84,171.86,2023-12-12
ARTC-11_171.88_20m_2023-05-19,ARTC-11,171.88,171.9,2023-05-19
ARTC-11_171.94_20m_2024-01-20,ARTC-11,171.94,171.96,2024-01-20
ARTC-11_172.0_20m_2024-03-22,ARTC-11,172,172.02,2024-03-22
ARTC-11_172.02_20m_2023-05-22,ARTC-11,172.02,172.04,2023-05-22
ARTC-11_172.04_20m_2023-12-15,ARTC-11,172.04,172.06,2023-12-15
ARTC-11_172.06_20m_2024-02-13,ARTC-11,172.06,172.08,2024-02-13
ARTC-11_172.08_20m_2024-04-14,ARTC-11,172.08,172.1,2024-04-14
ARTC-11_172.14_20m_2024-02-19,ARTC-11,172.14,172.16,2024-02-19
ARTC-11_172.16_20m_2023-06-13,ARTC-11,172.16,172.18,2023-06-13
ARTC-11_172.22_20m_2024-01-20,ARTC-11,172.22,172.24,2024-01-20
ARTC-11_172.22_20m_2024-03-13,ARTC-11,172.22,172.24,2024-03-13
ARTC-11_172.22_20m_2024-07-12,ARTC-11,172.22,172.24,2024-07-12
ARTC-11_172.32_20m_2024-06-15,ARTC-11,172.32,172.34,2024-06-15
ARTC-11_172.4_20m_2024-04-18,ARTC-11,172.4,172.42,2024-04-18
ARTC-11_172.42_20m_2024-01-10,ARTC-11,172.42,172.44,2024-01-10
ARTC-11_172.44_20m_2024-01-30,ARTC-11,172.44,172.46,2024-01-30
ARTC-11_172.46_20m_2023-05-03,ARTC-11,172.46,172.48,2023-05-03
ARTC-11_172.52_20m_2023-06-04,ARTC-11,172.52,172.54,2023-06-04
ARTC-11_172.56_20m_2024-02-11,ARTC-11,172.56,172.58,2024-02-11
ARTC-11_172.58_20m_2023-05-01,ARTC-11,172.58,172.6,2023-05-01
ARTC-11_172.58_20m_2023-10-20,ARTC-11,172.58,172.6,2023-10-20
ARTC-11_172.58_20m_2024-02-24,ARTC-11,172.58,172.6,2024-02-24
ARTC-11_172.64_20m_2023-12-16,ARTC-11,172.64,172.66,2023-12-16
ARTC-11_172.66_20m_2023-12-07,ARTC-11,172.66,172.68,2023-12-07
ARTC-11_172.66_20m_2023-12-14,ARTC-11,172.66,172.68,2023-12-14
ARTC-11_172.68_20m_2023-09-10,ARTC-11,172.68,172.7,2023-09-10
ARTC-11_172.68_20m_2024-05-24,ARTC-11,172.68,172.7,2024-05-24
ARTC-11_172.72_20m_2023-10-26,ARTC-11,172.72,172.74,2023-10-26
ARTC-11_172.74_20m_2024-05-26,ARTC-11,172.74,172.76,2024-05-26
ARTC-11_172.86_20m_2024-01-10,ARTC-11,172.86,172.88,2024-01-10
ARTC-11_172.94_20m_2023-05-13,ARTC-11,172.94,172.96,2023-05-13
ARTC-11_172.94_20m_2024-05-10,ARTC-11,172.94,172.96,2024-05-10
ARTC-11_173.02_20m_2023-09-13,ARTC-11,173.02,173.04,2023-09-13
ARTC-11_173.04_20m_2023-10-30,ARTC-11,173.04,173.06,2023-10-30
ARTC-11_173.18_20m_2024-02-05,ARTC-11,173.18,173.2,2024-02-05
ARTC-11_173.2_20m_2024-03-15,ARTC-11,173.2,173.22,2024-03-15
ARTC-11_173.34_20m_2023-07-04,ARTC-11,173.34,173.36,2023-07-04
ARTC-11_173.42_20m_2023-06-25,ARTC-11,173.42,173.44,2023-06-25
ARTC-11_173.48_20m_2023-11-01,ARTC-11,173.48,173.5,2023-11-01
ARTC-11_173.5_20m_2023-10-10,ARTC-11,173.5,173.52,2023-10-10
ARTC-11_173.52_20m_2024-01-16,ARTC-11,173.52,173.54,2024-01-16
ARTC-11_173.54_20m_2024-06-09,ARTC-11,173.54,173.56,2024-06-09
ARTC-11_173.68_20m_2023-09-29,ARTC-11,173.68,173.7,2023-09-29
ARTC-11_173.76_20m_2024-04-21,ARTC-11,173.76,173.78,2024-04-21
ARTC-11_173.78_20m_2023-10-13,ARTC-11,173.78,173.8,2023-10-13
ARTC-11_173.8_20m_2024-01-15,ARTC-11,173.8,173.82,2024-01-15
ARTC-11_173.82_20m_2023-11-04,ARTC-11,173.82,173.84,2023-11-04
ARTC-11_173.92_20m_2023-08-10,ARTC-11,173.92,173.94,2023-08-10
ARTC-11_173.92_20m_2024-07-21,ARTC-11,173.92,173.94,2024-07-21
ARTC-11_173.96_20m_2023-10-26,ARTC-11,173.96,173.98,2023-10-26
ARTC-11_174.04_20m_2023-08-08,ARTC-11,174.04,174.06,2023-08-08
ARTC-11_174.12_20m_2024-05-29,ARTC-11,174.12,174.14,2024-05-29
ARTC-11_174.16_20m_2024-02-13,ARTC-11,174.16,174.18,2024-02-13
ARTC-11_174.24_20m_2023-06-03,ARTC-11,174.24,174.26,2023-06-03
ARTC-11_174.34_20m_2023-09-26,ARTC-11,174.34,174.36,2023-09-26
ARTC-11_174.38_20m_2023-06-21,ARTC-11,174.38,174.4,2023-06-21
ARTC-11_174.46_20m_2023-06-17,ARTC-11,174.46,174.48,2023-06-17
ARTC-11_174.46_20m_2023-10-17,ARTC-11,174.46,174.48,2023-10-17
ARTC-11_174.52_20m_2023-10-14,ARTC-11,174.52,174.54,2023-10-14
ARTC-11_174.62_20m_2023-05-19,ARTC-11,174.62,174.64,2023-05-19
ARTC-11_174.66_20m_2023-10-20,ARTC-11,174.66,174.68,2023-10-20
ARTC-11_174.66_20m_2024-03-13,ARTC-11,174.66,174.68,2024-03-13
ARTC-11_174.68_20m_2024-03-31,ARTC-11,174.68,174.7,2024-03-31
ARTC-11_174.76_20m_2024-01-13,ARTC-11,174.76,174.78,2024-01-13
ARTC-11_174.8_20m_2023-09-17,ARTC-11,174.8,174.82,2023-09-17
ARTC-11_174.9_20m_2024-07-02,ARTC-11,174.9,174.92,2024-07-02
ARTC-11_174.92_20m_2023-07-02,ARTC-11,174.92,174.94,2023-07-02
ARTC-11_174.98_20m_2024-06-03,ARTC-11,174.98,175,2024-06-03
ARTC-11_175.04_20m_2024-01-25,ARTC-11,175.04,175.06,2024-01-25
ARTC-11_175.08_20m_2023-07-20,ARTC-11,175.08,175.1,2023-07-20
ARTC-11_175.1_20m_2023-09-17,ARTC-11,175.1,175.12,2023-09-17
ARTC-11_175.16_20m_2023-11-25,ARTC-11,175.16,175.18,2023-11-25
ARTC-11_175.2_20m_2023-08-15,ARTC-11,175.2,175.22,2023-08-15
ARTC-11_175.36_20m_2024-05-20,ARTC-11,175.36,175.38,2024-05-20
ARTC-11_175.38_20m_2023-11-24,ARTC-11,175.38,175.4,2023-11-24
ARTC-11_175.4_20m_2024-05-10,ARTC-11,175.4,175.42,2024-05-10
ARTC-11_175.42_20m_2023-07-31,ARTC-11,175.42,175.44,2023-07-31
ARTC-11_175.44_20m_2023-08-17,ARTC-11,175.44,175.46,2023-08-17
ARTC-11_175.6_20m_2023-07-22,ARTC-11,175.6,175.62,2023-07-22
ARTC-11_175.62_20m_2023-11-25,ARTC-11,175.62,175.64,2023-11-25
ARTC-11_175.76_20m_2024-04-15,ARTC-11,175.76,175.78,2024-04-15
ARTC-11_175.8_20m_2023-07-01,ARTC-11,175.8,175.82,2023-07-01
ARTC-11_175.86_20m_2024-06-02,ARTC-11,175.86,175.88,2024-06-02
ARTC-11_175.88_20m_2024-07-11,ARTC-11,175.88,175.9,2024-07-11
ARTC-11_175.9_20m_2024-07-15,ARTC-11,175.9,175.92,2024-07-15
ARTC-11_175.96_20m_2023-06-28,ARTC-11,175.96,175.98,2023-06-28
ARTC-11_175.96_20m_2023-10-17,ARTC-11,175.96,175.98,2023-10-17
ARTC-11_176.0_20m_2024-01-31,ARTC-11,176,176.02,2024-01-31
ARTC-11_176.02_20m_2023-10-20,ARTC-11,176.02,176.04,2023-10-20
ARTC-11_176.02_20m_2024-04-28,ARTC-11,176.02,176.04,2024-04-28
ARTC-11_176.02_20m_2024-07-06,ARTC-11,176.02,176.04,2024-07-06
ARTC-11_176.08_20m_2023-08-25,ARTC-11,176.08,176.1,2023-08-25
ARTC-11_176.08_20m_2024-06-01,ARTC-11,176.08,176.1,2024-06-01
ARTC-11_176.12_20m_2023-07-28,ARTC-11,176.12,176.14,2023-07-28
ARTC-11_176.14_20m_2024-01-03,ARTC-11,176.14,176.16,2024-01-03
ARTC-11_176.14_20m_2024-05-28,ARTC-11,176.14,176.16,2024-05-28
ARTC-11_176.18_20m_2024-06-01,ARTC-11,176.18,176.2,2024-06-01
ARTC-11_176.26_20m_2023-11-24,ARTC-11,176.26,176.28,2023-11-24
ARTC-11_176.32_20m_2023-10-12,ARTC-11,176.32,176.34,2023-10-12
ARTC-11_176.32_20m_2024-02-22,ARTC-11,176.32,176.34,2024-02-22
ARTC-11_176.36_20m_2023-05-14,ARTC-11,176.36,176.38,2023-05-14
ARTC-11_176.42_20m_2024-03-09,ARTC-11,176.42,176.44,2024-03-09
ARTC-11_176.52_20m_2024-05-30,ARTC-11,176.52,176.54,2024-05-30
ARTC-11_176.54_20m_2023-12-24,ARTC-11,176.54,176.56,2023-12-24
ARTC-11_176.62_20m_2023-07-28,ARTC-11,176.62,176.64,2023-07-28
ARTC-11_176.62_20m_2024-05-18,ARTC-11,176.62,176.64,2024-05-18
ARTC-11_176.64_20m_2023-06-29,ARTC-11,176.64,176.66,2023-06-29
ARTC-11_176.64_20m_2023-10-26,ARTC-11,176.64,176.66,2023-10-26
ARTC-11_176.66_20m_2023-08-28,ARTC-11,176.66,176.68,2023-08-28
ARTC-11_176.66_20m_2023-10-25,ARTC-11,176.66,176.68,2023-10-25
ARTC-11_176.68_20m_2023-10-11,ARTC-11,176.68,176.7,2023-10-11
ARTC-11_176.72_20m_2023-08-17,ARTC-11,176.72,176.74,2023-08-17
ARTC-11_176.72_20m_2024-02-24,ARTC-11,176.72,176.74,2024-02-24
ARTC-11_176.8_20m_2024-04-25,ARTC-11,176.8,176.82,2024-04-25
ARTC-11_176.82_20m_2023-08-14,ARTC-11,176.82,176.84,2023-08-14
ARTC-11_176.84_20m_2024-06-04,ARTC-11,176.84,176.86,2024-06-04
ARTC-11_176.88_20m_2024-06-19,ARTC-11,176.88,176.9,2024-06-19
ARTC-11_176.92_20m_2024-04-10,ARTC-11,176.92,176.94,2024-04-10
ARTC-11_176.94_20m_2023-05-03,ARTC-11,176.94,176.96,2023-05-03
ARTC-11_176.96_20m_2023-05-15,ARTC-11,176.96,176.98,2023-05-15
ARTC-11_176.96_20m_2024-06-03,ARTC-11,176.96,176.98,2024-06-03
ARTC-11_176.98_20m_2024-04-24,ARTC-11,176.98,177,2024-04-24
ARTC-11_177.02_20m_2024-05-02,ARTC-11,177.02,177.04,2024-05-02
ARTC-11_177.06_20m_2024-03-27,ARTC-11,177.06,177.08,2024-03-27
ARTC-11_177.08_20m_2024-05-25,ARTC-11,177.08,177.1,2024-05-25
ARTC-11_177.14_20m_2023-12-06,ARTC-11,177.14,177.16,2023-12-06
ARTC-11_177.16_20m_2023-10-18,ARTC-11,177.16,177.18,2023-10-18
ARTC-11_177.18_20m_2024-03-08,ARTC-11,177.18,177.2,2024-03-08
ARTC-11_177.4_20m_2023-10-17,ARTC-11,177.4,177.42,2023-10-17
ARTC-11_177.4_20m_2024-02-26,ARTC-11,177.4,177.42,2024-02-26
ARTC-11_177.44_20m_2023-10-10,ARTC-11,177.44,177.46,2023-10-10
ARTC-11_177.44_20m_2023-12-17,ARTC-11,177.44,177.46,2023-12-17
ARTC-11_177.5_20m_2023-10-10,ARTC-11,177.5,177.52,2023-10-10
ARTC-11_177.52_20m_2024-05-02,ARTC-11,177.52,177.54,2024-05-02
ARTC-11_177.58_20m_2023-06-26,ARTC-11,177.58,177.6,2023-06-26
ARTC-11_177.6_20m_2024-01-21,ARTC-11,177.6,177.62,2024-01-21
ARTC-11_177.6_20m_2024-06-19,ARTC-11,177.6,177.62,2024-06-19
ARTC-11_177.62_20m_2023-08-29,ARTC-11,177.62,177.64,2023-08-29
ARTC-11_177.64_20m_2024-07-12,ARTC-11,177.64,177.66,2024-07-12
ARTC-11_177.66_20m_2023-09-27,ARTC-11,177.66,177.68,2023-09-27
ARTC-11_177.68_20m_2024-07-15,ARTC-11,177.68,177.7,2024-07-15
ARTC-11_177.72_20m_2023-11-13,ARTC-11,177.72,177.74,2023-11-13
ARTC-11_177.72_20m_2024-02-21,ARTC-11,177.72,177.74,2024-02-21
ARTC-11_177.74_20m_2023-11-19,ARTC-11,177.74,177.76,2023-11-19
ARTC-11_177.86_20m_2024-03-16,ARTC-11,177.86,177.88,2024-03-16
ARTC-11_177.92_20m_2024-02-19,ARTC-11,177.92,177.94,2024-02-19
ARTC-11_177.94_20m_2023-08-17,ARTC-11,177.94,177.96,2023-08-17
ARTC-11_178.06_20m_2024-02-18,ARTC-11,178.06,178.08,2024-02-18
ARTC-11_178.08_20m_2023-10-12,ARTC-11,178.08,178.1,2023-10-12
ARTC-11_178.12_20m_2024-06-24,ARTC-11,178.12,178.14,2024-06-24
ARTC-11_178.16_20m_2023-11-28,ARTC-11,178.16,178.18,2023-11-28
ARTC-11_178.18_20m_2024-07-18,ARTC-11,178.18,178.2,2024-07-18
ARTC-11_178.24_20m_2023-11-11,ARTC-11,178.24,178.26,2023-11-11
ARTC-11_178.26_20m_2024-01-27,ARTC-11,178.26,178.28,2024-01-27
ARTC-11_178.3_20m_2023-12-21,ARTC-11,178.3,178.32,2023-12-21
ARTC-11_178.32_20m_2024-06-30,ARTC-11,178.32,178.34,2024-06-30
ARTC-11_178.36_20m_2024-03-23,ARTC-11,178.36,178.38,2024-03-23
ARTC-11_178.36_20m_2024-06-04,ARTC-11,178.36,178.38,2024-06-04
ARTC-11_178.38_20m_2024-01-07,ARTC-11,178.38,178.4,2024-01-07
ARTC-11_178.38_20m_2024-04-23,ARTC-11,178.38,178.4,2024-04-23
ARTC-11_178.4_20m_2023-10-12,ARTC-11,178.4,178.42,2023-10-12
ARTC-11_178.44_20m_2023-07-04,ARTC-11,178.44,178.46,2023-07-04
ARTC-11_178.46_20m_2024-04-12,ARTC-11,178.46,178.48,2024-04-12
ARTC-11_178.54_20m_2023-09-05,ARTC-11,178.54,178.56,2023-09-05
ARTC-11_178.56_20m_2023-11-16,ARTC-11,178.56,178.58,2023-11-16
ARTC-11_178.58_20m_2023-10-29,ARTC-11,178.58,178.6,2023-10-29
ARTC-11_178.6_20m_2023-08-01,ARTC-11,178.6,178.62,2023-08-01
ARTC-11_178.62_20m_2023-08-27,ARTC-11,178.62,178.64,2023-08-27
ARTC-11_178.62_20m_2023-09-16,ARTC-11,178.62,178.64,2023-09-16
ARTC-11_178.62_20m_2023-12-15,ARTC-11,178.62,178.64,2023-12-15
ARTC-11_178.7_20m_2024-03-09,ARTC-11,178.7,178.72,2024-03-09
ARTC-11_178.7_20m_2024-04-03,ARTC-11,178.7,178.72,2024-04-03
ARTC-11_178.7_20m_2024-07-20,ARTC-11,178.7,178.72,2024-07-20
ARTC-11_178.76_20m_2023-08-16,ARTC-11,178.76,178.78,2023-08-16
ARTC-11_178.86_20m_2024-01-06,ARTC-11,178.86,178.88,2024-01-06
ARTC-11_178.88_20m_2023-08-04,ARTC-11,178.88,178.9,2023-08-04
ARTC-11_178.88_20m_2023-12-07,ARTC-11,178.88,178.9,2023-12-07
ARTC-11_178.88_20m_2024-01-23,ARTC-11,178.88,178.9,2024-01-23
ARTC-11_178.9_20m_2024-04-26,ARTC-11,178.9,178.92,2024-04-26
ARTC-11_178.92_20m_2023-11-16,ARTC-11,178.92,178.94,2023-11-16
ARTC-11_178.92_20m_2023-11-20,ARTC-11,178.92,178.94,2023-11-20
ARTC-11_178.94_20m_2023-12-02,ARTC-11,178.94,178.96,2023-12-02
ARTC-11_178.94_20m_2024-01-10,ARTC-11,178.94,178.96,2024-01-10
ARTC-11_178.96_20m_2023-07-13,ARTC-11,178.96,178.98,2023-07-13
ARTC-11_179.04_20m_2023-06-03,ARTC-11,179.04,179.06,2023-06-03
ARTC-11_179.08_20m_2024-01-07,ARTC-11,179.08,179.1,2024-01-07
ARTC-11_179.16_20m_2024-05-31,ARTC-11,179.16,179.18,2024-05-31
ARTC-11_179.16_20m_2024-06-19,ARTC-11,179.16,179.18,2024-06-19
ARTC-11_179.18_20m_2023-07-17,ARTC-11,179.18,179.2,2023-07-17
ARTC-11_179.18_20m_2024-05-28,ARTC-11,179.18,179.2,2024-05-28
ARTC-11_179.24_20m_2024-05-18,ARTC-11,179.24,179.26,2024-05-18
ARTC-11_179.38_20m_2023-08-28,ARTC-11,179.38,179.4,2023-08-28
ARTC-11_179.48_20m_2024-04-11,ARTC-11,179.48,179.5,2024-04-11
ARTC-11_179.56_20m_2023-09-21,ARTC-11,179.56,179.58,2023-09-21
ARTC-11_179.6_20m_2024-04-27,ARTC-11,179.6,179.62,2024-04-27
ARTC-11_179.7_20m_2024-02-04,ARTC-11,179.7,179.72,2024-02-04
ARTC-11_179.7_20m_2024-04-17,ARTC-11,179.7,179.72,2024-04-17
ARTC-11_179.76_20m_2023-07-11,ARTC-11,179.76,179.78,2023-07-11
ARTC-11_179.76_20m_2024-03-15,ARTC-11,179.76,179.78,2024-03-15
ARTC-11_179.8_20m_2024-02-17,ARTC-11,179.8,179.82,2024-02-17
ARTC-11_179.82_20m_2023-08-04,ARTC-11,179.82,179.84,2023-08-04
ARTC-11_179.82_20m_2024-05-19,ARTC-11,179.82,179.84,2024-05-19
ARTC-11_179.86_20m_2023-05-11,ARTC-11,179.86,179.88,2023-05-11
ARTC-11_179.88_20m_2024-05-11,ARTC-11,179.88,179.9,2024-05-11
ARTC-11_179.9_20m_2023-09-28,ARTC-11,179.9,179.92,2023-09-28
ARTC-11_179.92_20m_2024-04-17,ARTC-11,179.92,179.94,2024-04-17
ARTC-11_179.96_20m_2023-10-11,ARTC-11,179.96,179.98,2023-10-11
ARTC-11_180.08_20m_2024-07-16,ARTC-11,180.08,180.1,2024-07-16
ARTC-11_180.1_20m_2023-10-23,ARTC-11,180.1,180.12,2023-10-23
ARTC-11_180.1_20m_2024-07-06,ARTC-11,180.1,180.12,2024-07-06
ARTC-11_180.12_20m_2023-09-09,ARTC-11,180.12,180.14,2023-09-09
ARTC-11_180.12_20m_2023-10-03,ARTC-11,180.12,180.14,2023-10-03
ARTC-11_180.14_20m_2024-02-10,ARTC-11,180.14,180.16,2024-02-10
ARTC-11_180.26_20m_2023-09-06,ARTC-11,180.26,180.28,2023-09-06
ARTC-11_180.26_20m_2024-02-11,ARTC-11,180.26,180.28,2024-02-11
ARTC-11_180.32_20m_2023-10-01,ARTC-11,180.32,180.34,2023-10-01
ARTC-10_195.46_20m_2023-11-30,ARTC-10,195.46,195.48,2023-11-30
ARTC-10_211.92_20m_2023-11-09,ARTC-10,211.92,211.94,2023-11-09
ARTC-10_213.46_20m_2023-11-09,ARTC-10,213.46,213.48,2023-11-09
ARTC-10_225.68_20m_2023-11-28,ARTC-10,225.68,225.7,2023-11-28
ARTC-10_227.2_20m_2023-11-28,ARTC-10,227.2,227.22,2023-11-28
ARTC-10_230.26_20m_2023-11-09,ARTC-10,230.26,230.28,2023-11-09
ARTC-10_231.26_20m_2023-11-28,ARTC-10,231.26,231.28,2023-11-28
ARTC-10_231.34_20m_2023-09-20,ARTC-10,231.34,231.36,2023-09-20
ARTC-10_231.6_20m_2024-06-01,ARTC-10,231.6,231.62,2024-06-01
ARTC-10_232.02_20m_2024-06-01,ARTC-10,232.02,232.04,2024-06-01
ARTC-10_232.9_20m_2023-06-28,ARTC-10,232.9,232.92,2023-06-28
ARTC-10_234.36_20m_2024-07-17,ARTC-10,234.36,234.38,2024-07-17
ARTC-10_236.88_20m_2023-05-08,ARTC-10,236.88,236.9,2023-05-08
ARTC-10_272.26_20m_2023-08-28,ARTC-10,272.26,272.28,2023-08-28
ARTC-10_272.78_20m_2023-10-28,ARTC-10,272.78,272.8,2023-10-28
ARTC-10_278.36_20m_2024-06-05,ARTC-10,278.36,278.38,2024-06-05
ARTC-10_281.56_20m_2024-07-21,ARTC-10,281.56,281.58,2024-07-21
ARTC-10_282.88_20m_2024-05-03,ARTC-10,282.88,282.9,2024-05-03
ARTC-10_283.26_20m_2024-03-29,ARTC-10,283.26,283.28,2024-03-29
ARTC-10_283.74_20m_2024-07-21,ARTC-10,283.74,283.76,2024-07-21
ARTC-10_284.9_20m_2023-06-18,ARTC-10,284.9,284.92,2023-06-18
ARTC-10_285.1_20m_2023-11-20,ARTC-10,285.1,285.12,2023-11-20
ARTC-11_165.38_20m_2023-09-12,ARTC-11,165.38,165.4,2023-09-12
ARTC-11_165.56_20m_2024-05-27,ARTC-11,165.56,165.58,2024-05-27
ARTC-11_165.88_20m_2024-02-15,ARTC-11,165.88,165.9,2024-02-15
ARTC-11_165.9_20m_2024-05-25,ARTC-11,165.9,165.92,2024-05-25
ARTC-11_166.06_20m_2024-07-11,ARTC-11,166.06,166.08,2024-07-11
ARTC-11_166.16_20m_2023-10-25,ARTC-11,166.16,166.18,2023-10-25
ARTC-11_166.66_20m_2023-05-04,ARTC-11,166.66,166.68,2023-05-04
ARTC-11_167.28_20m_2023-08-29,ARTC-11,167.28,167.3,2023-08-29
ARTC-11_167.32_20m_2023-06-18,ARTC-11,167.32,167.34,2023-06-18
ARTC-11_167.48_20m_2023-05-14,ARTC-11,167.48,167.5,2023-05-14
ARTC-11_167.5_20m_2023-09-12,ARTC-11,167.5,167.52,2023-09-12
ARTC-11_167.78_20m_2023-05-06,ARTC-11,167.78,167.8,2023-05-06
ARTC-11_167.88_20m_2024-02-14,ARTC-11,167.88,167.9,2024-02-14
ARTC-11_168.12_20m_2023-08-13,ARTC-11,168.12,168.14,2023-08-13
ARTC-11_168.18_20m_2023-08-25,ARTC-11,168.18,168.2,2023-08-25
ARTC-11_168.22_20m_2023-06-23,ARTC-11,168.22,168.24,2023-06-23
ARTC-11_168.52_20m_2023-10-21,ARTC-11,168.52,168.54,2023-10-21
ARTC-11_168.54_20m_2023-06-18,ARTC-11,168.54,168.56,2023-06-18
ARTC-11_169.12_20m_2024-06-12,ARTC-11,169.12,169.14,2024-06-12
ARTC-11_169.26_20m_2024-06-07,ARTC-11,169.26,169.28,2024-06-07
ARTC-11_169.7_20m_2023-09-22,ARTC-11,169.7,169.72,2023-09-22
ARTC-11_169.86_20m_2023-05-14,ARTC-11,169.86,169.88,2023-05-14
ARTC-11_170.04_20m_2024-02-05,ARTC-11,170.04,170.06,2024-02-05
ARTC-11_170.18_20m_2024-05-07,ARTC-11,170.18,170.2,2024-05-07
ARTC-11_170.34_20m_2023-06-28,ARTC-11,170.34,170.36,2023-06-28
ARTC-11_170.52_20m_2023-05-20,ARTC-11,170.52,170.54,2023-05-20
ARTC-11_170.54_20m_2024-03-28,ARTC-11,170.54,170.56,2024-03-28
ARTC-11_170.6_20m_2023-08-30,ARTC-11,170.6,170.62,2023-08-30
ARTC-11_170.74_20m_2024-06-13,ARTC-11,170.74,170.76,2024-06-13
ARTC-11_170.92_20m_2023-06-13,ARTC-11,170.92,170.94,2023-06-13
ARTC-11_170.96_20m_2024-07-11,ARTC-11,170.96,170.98,2024-07-11
ARTC-11_171.36_20m_2023-09-02,ARTC-11,171.36,171.38,2023-09-02
ARTC-11_171.5_20m_2023-05-19,ARTC-11,171.5,171.52,2023-05-19
ARTC-11_171.52_20m_2024-03-14,ARTC-11,171.52,171.54,2024-03-14
ARTC-11_171.62_20m_2023-10-31,ARTC-11,171.62,171.64,2023-10-31
ARTC-11_171.66_20m_2023-09-17,ARTC-11,171.66,171.68,2023-09-17
ARTC-11_171.74_20m_2024-05-26,ARTC-11,171.74,171.76,2024-05-26
ARTC-11_171.76_20m_2023-06-05,ARTC-11,171.76,171.78,2023-06-05
ARTC-11_171.8_20m_2024-02-02,ARTC-11,171.8,171.82,2024-02-02
ARTC-11_171.82_20m_2023-06-23,ARTC-11,171.82,171.84,2023-06-23
ARTC-11_171.86_20m_2024-07-20,ARTC-11,171.86,171.88,2024-07-20
ARTC-11_171.96_20m_2024-05-26,ARTC-11,171.96,171.98,2024-05-26
ARTC-11_172.1_20m_2023-11-29,ARTC-11,172.1,172.12,2023-11-29
ARTC-11_172.2_20m_2024-06-28,ARTC-11,172.2,172.22,2024-06-28
ARTC-11_172.24_20m_2024-05-17,ARTC-11,172.24,172.26,2024-05-17
ARTC-11_172.26_20m_2023-06-18,ARTC-11,172.26,172.28,2023-06-18
ARTC-11_172.28_20m_2023-11-21,ARTC-11,172.28,172.3,2023-11-21
ARTC-11_172.3_20m_2023-09-10,ARTC-11,172.3,172.32,2023-09-10
ARTC-11_172.34_20m_2023-05-06,ARTC-11,172.34,172.36,2023-05-06
ARTC-11_172.36_20m_2024-06-11,ARTC-11,172.36,172.38,2024-06-11
ARTC-11_172.4_20m_2023-06-30,ARTC-11,172.4,172.42,2023-06-30
ARTC-11_172.44_20m_2023-11-28,ARTC-11,172.44,172.46,2023-11-28
ARTC-11_172.46_20m_2023-06-28,ARTC-11,172.46,172.48,2023-06-28
ARTC-11_172.48_20m_2024-02-22,ARTC-11,172.48,172.5,2024-02-22
ARTC-11_172.56_20m_2024-01-23,ARTC-11,172.56,172.58,2024-01-23
ARTC-11_172.62_20m_2023-10-11,ARTC-11,172.62,172.64,2023-10-11
ARTC-11_172.62_20m_2024-06-24,ARTC-11,172.62,172.64,2024-06-24
ARTC-11_172.68_20m_2023-07-21,ARTC-11,172.68,172.7,2023-07-21
ARTC-11_172.72_20m_2023-07-18,ARTC-11,172.72,172.74,2023-07-18
ARTC-11_172.82_20m_2023-06-20,ARTC-11,172.82,172.84,2023-06-20
ARTC-11_172.86_20m_2024-01-11,ARTC-11,172.86,172.88,2024-01-11
ARTC-11_172.96_20m_2023-07-19,ARTC-11,172.96,172.98,2023-07-19
ARTC-11_172.98_20m_2024-03-12,ARTC-11,172.98,173,2024-03-12
ARTC-11_173.0_20m_2024-07-11,ARTC-11,173,173.02,2024-07-11
ARTC-11_173.08_20m_2024-04-18,ARTC-11,173.08,173.1,2024-04-18
ARTC-11_173.12_20m_2023-07-15,ARTC-11,173.12,173.14,2023-07-15
ARTC-11_173.12_20m_2023-07-20,ARTC-11,173.12,173.14,2023-07-20
ARTC-11_173.14_20m_2024-01-20,ARTC-11,173.14,173.16,2024-01-20
ARTC-11_173.16_20m_2023-09-06,ARTC-11,173.16,173.18,2023-09-06
ARTC-11_173.2_20m_2023-07-27,ARTC-11,173.2,173.22,2023-07-27
ARTC-11_173.22_20m_2023-08-27,ARTC-11,173.22,173.24,2023-08-27
ARTC-11_173.26_20m_2023-11-01,ARTC-11,173.26,173.28,2023-11-01
